suburb,tier,latitude,longitude,distance_to_cbd_km,bedrooms,bathrooms,size_sqm,plot_size_sqm,house_age,has_pool,has_borehole,has_solar,walled,price_usd
Ballantyne Park,premium,-17.76033630802975,31.080600412584587,8.71,1,1,312,1520,46,0,1,1,1,290027.89
Hatfield,middle,-17.863085132535325,31.0984988142158,6.69,1,1,156,715,3,0,0,1,1,136172.39
Ballantyne Park,premium,-17.76019131139395,31.07902509817924,8.66,1,1,367,2253,16,1,1,1,1,436111.93
Hatfield,middle,-17.865133120050615,31.098307915662556,6.8,2,1,172,669,19,0,0,1,1,130766.93
Mabelreign,middle,-17.80124008499481,30.998872531366917,5.9,4,4,95,464,17,0,1,0,1,137827.28
Hatfield,middle,-17.87073912121074,31.087980654690718,6.34,3,2,292,1904,40,0,1,0,0,152457.19
Borrowdale,premium,-17.73750827033394,31.11074547229752,12.51,3,2,315,1788,7,1,1,0,1,723402.64
Vainona,upper-mid,-17.78281272847486,31.082475898078727,6.67,1,1,349,2477,32,1,1,0,0,330895.66
Avondale,upper-mid,-17.78648129312361,31.033531242213158,5.1,3,3,206,265,22,0,0,0,1,229499.91
Avonlea,middle,-17.766648906588838,30.99528873317508,8.88,8,6,180,781,13,0,0,1,1,338962.22
Glen View,township,-17.929160841760837,30.969726536506826,13.51,2,1,72,355,7,0,0,0,1,41576.18
Greendale,upper-mid,-17.796837124791296,31.13382639620012,10.14,5,5,270,1992,18,1,1,1,1,499967.03
Mufakose,township,-17.918004854382453,30.955722171189798,13.52,5,4,105,691,1,0,0,0,1,49374.86
Ballantyne Park,premium,-17.753150309103265,31.0802816537033,9.43,3,2,164,567,17,1,1,1,1,386802.83
Greendale,upper-mid,-17.787005891965556,31.12728502289994,9.99,7,6,223,1027,8,1,1,1,1,551771.27
Glen Lorne,premium,-17.747725005876067,31.19157131172747,18.07,2,2,320,1346,37,1,1,0,1,450747.28
Hatfield,middle,-17.877392155449982,31.091641106362722,7.14,2,2,166,903,26,0,1,0,1,133713.26
Ballantyne Park,premium,-17.75908187407748,31.076693691784413,8.67,1,1,205,1965,0,1,1,1,1,411530.67
Highlands,upper-mid,-17.79171788235823,31.069932997944488,5.1,3,2,261,831,25,0,1,1,1,429448.69
Hatfield,middle,-17.870921970479333,31.0941646444581,6.84,6,6,216,851,47,0,1,1,1,173596.85
Marlborough,middle,-17.777875531268773,30.946591781378924,11.98,2,1,226,1296,35,0,1,0,1,162861.5
Borrowdale,premium,-17.741166399221378,31.096134868047013,11.36,4,4,348,2123,18,1,1,1,1,833118.02
Borrowdale,premium,-17.739240426158396,31.102566221359716,11.89,5,4,233,1453,34,0,1,1,1,675353.79
Marlborough,middle,-17.77235830216233,30.952638951983793,11.75,3,3,189,672,15,0,0,0,1,234927.81
Vainona,upper-mid,-17.779766447885713,31.079022842197627,6.74,3,3,209,1226,17,0,0,0,1,381945.96
Ballantyne Park,premium,-17.760884574422253,31.07425823849462,8.39,3,3,431,1166,12,1,1,1,1,535774.54
Avonlea,middle,-17.76971835150396,30.99304525233431,8.76,2,2,229,1639,22,0,1,0,1,228060.55
Highlands,upper-mid,-17.78813928650943,31.06991413083124,5.45,2,2,230,851,0,1,1,0,1,378877.99
Avonlea,middle,-17.76754041227465,30.980100777061473,9.85,1,1,146,901,23,0,1,0,0,159931.75
Greendale,upper-mid,-17.790971449139764,31.130984211625194,10.13,5,4,261,2031,19,0,1,0,1,538166.88
Ballantyne Park,premium,-17.763010776657328,31.082800794312714,8.55,1,1,616,4095,40,0,1,1,1,418898.17
Mt Pleasant,premium,-17.77564207594705,31.021331300692246,6.65,3,2,458,720,29,1,0,1,1,452290.77
Highlands,upper-mid,-17.786294574213287,31.073671539985785,5.82,2,1,158,1026,20,0,0,0,1,277012.63
Borrowdale,premium,-17.744026931893856,31.10203184771035,11.4,6,6,353,2006,24,0,1,1,1,836700.19
Vainona,upper-mid,-17.786694107242386,31.08544147929144,6.53,4,4,203,815,12,0,1,1,1,437164.06
Glen View,township,-17.928690214971255,30.96627330296841,13.69,4,3,68,200,24,0,0,0,0,43052.23
Mabelreign,middle,-17.80746740537256,30.996983113308115,5.72,6,6,204,729,13,0,0,0,1,204635.67
Greendale,upper-mid,-17.79046642242246,31.127032780369753,9.78,1,1,217,1090,26,0,1,0,1,298072.14
Avonlea,middle,-17.770912083376874,30.98557744485748,9.18,3,3,195,1236,3,0,0,0,1,258635.13
Avonlea,middle,-17.76963525185983,30.995026672567338,8.63,3,3,213,678,31,0,0,0,1,202777.83
Mabelreign,middle,-17.809775951568685,31.00121723867176,5.2,1,1,147,540,18,0,0,0,1,92352.36
Highlands,upper-mid,-17.793861369516804,31.07660638548063,5.32,4,3,247,1446,26,0,0,0,1,409813.19
Vainona,upper-mid,-17.78053932554959,31.075056434762804,6.45,1,1,287,803,8,0,1,0,1,305727.11
Vainona,upper-mid,-17.780468163166432,31.07731646949695,6.58,5,5,411,1029,6,0,1,1,1,571198.25
Borrowdale,premium,-17.74567527775075,31.101654588857922,11.22,5,4,407,2812,31,1,1,0,1,700365.73
Vainona,upper-mid,-17.77420437752606,31.077619865856946,7.2,4,3,262,1280,37,0,1,0,1,391306.5
Mufakose,township,-17.901953796355162,30.96096804821035,11.89,2,1,61,359,32,0,0,0,1,38544.73
Glen View,township,-17.927741792116258,30.972634413051964,13.2,2,2,82,504,0,0,0,0,1,53246.38
Mt Pleasant,premium,-17.783100505002338,31.022629782661554,5.83,6,6,289,1789,11,1,1,1,1,656300.61
Avondale,upper-mid,-17.80103042803332,31.030041334318035,3.69,1,1,250,1748,21,0,1,0,1,272722.79
Greendale,upper-mid,-17.7857232584469,31.128835428982246,10.2,3,2,213,667,21,0,1,0,1,336457.12
Marlborough,middle,-17.775483049891154,30.96193904779713,10.74,3,2,140,667,21,0,1,0,1,217112.6
Marlborough,middle,-17.778211123240265,30.954414188742525,11.24,4,3,154,1154,18,0,1,0,1,251707.41
Borrowdale,premium,-17.742652522292563,31.095353621988995,11.18,2,1,262,946,28,1,1,1,1,530223.02
Mabelreign,middle,-17.804605529230656,30.990626474936718,6.46,2,2,231,879,25,0,1,0,1,123625.8
Budiriro,township,-17.94029346548589,30.932494162794402,17.01,3,3,97,431,27,0,0,0,0,36294.28
Belvedere,middle,-17.850915348591705,31.025516974260466,3.03,5,5,234,998,41,1,1,0,1,207601.72
Belvedere,middle,-17.845039305677588,31.01802817830223,3.25,3,2,169,928,15,0,0,1,1,174779.48
Marlborough,middle,-17.783630956155616,30.939211334853912,12.38,1,1,179,710,0,1,0,0,1,204714.13
Vainona,upper-mid,-17.78198675502695,31.079080505258776,6.54,3,3,221,522,37,0,0,0,1,327518.55
Ballantyne Park,premium,-17.764468021103387,31.079850660477064,8.27,3,3,261,1440,25,1,1,1,1,412115.52
Avonlea,middle,-17.761434709503774,30.9759043682432,10.65,4,4,109,829,18,0,0,0,1,217593.82
Borrowdale,premium,-17.745022462606432,31.110012582635402,11.78,3,2,371,2382,21,1,1,0,1,651417.26
Mabelreign,middle,-17.81004539764241,30.996494937350697,5.64,2,1,144,521,8,0,0,0,1,115168.49
Avondale,upper-mid,-17.79123950979485,31.03278322403623,4.61,5,5,303,1892,10,0,1,0,1,431972.9
Avondale,upper-mid,-17.798121031853167,31.025421913748314,4.2,3,3,408,1965,15,0,1,0,1,363902.62
Vainona,upper-mid,-17.778377967501996,31.087194149690767,7.36,8,6,182,946,9,1,1,1,1,585343.57
Budiriro,township,-17.936129709542353,30.938505865541398,16.24,3,3,62,397,22,0,0,0,1,40228.79
Ballantyne Park,premium,-17.764016527649947,31.092961385585934,9.01,5,5,346,2021,16,0,1,1,1,495758.31
Ballantyne Park,premium,-17.76371319391413,31.075398810701152,8.14,3,2,358,1658,16,1,0,1,1,484023.3
Ballantyne Park,premium,-17.766030551621924,31.08022233921979,8.13,3,3,350,2382,14,1,0,0,1,499733.67
Belvedere,middle,-17.849173330549494,31.020794088992762,3.26,1,1,231,785,8,0,0,0,1,116375.39
Budiriro,township,-17.941305740241443,30.93955092429967,16.58,1,1,83,206,33,0,0,0,1,23413.08
Highlands,upper-mid,-17.789197428555642,31.07417977189588,5.58,5,5,343,1689,36,0,1,0,1,501064.84
Glen View,township,-17.93243112555316,30.97699298152372,13.38,1,1,78,520,17,0,0,0,1,37225.99
Vainona,upper-mid,-17.769918376535088,31.077584300833934,7.62,3,3,338,981,25,0,1,0,1,358247.99
Belvedere,middle,-17.84892853136204,31.015521387810765,3.7,2,1,162,1276,17,0,0,0,1,153835.79
Borrowdale,premium,-17.73273440760191,31.0929580843444,12.05,2,2,338,1698,14,0,1,1,1,586972.39
Marlborough,middle,-17.78236429901835,30.945110877466107,11.88,5,4,130,641,23,0,0,0,1,274271.0
Belvedere,middle,-17.849810959474247,31.019421168794715,3.42,1,1,208,1003,26,0,1,0,1,151074.88
Marlborough,middle,-17.7835362870847,30.952620039349455,11.11,1,1,230,951,47,0,0,1,0,141551.01
Highlands,upper-mid,-17.79092294671958,31.07043211584446,5.21,6,6,287,1535,2,0,0,0,1,545138.02
Mabelreign,middle,-17.81202043492458,30.99313801628281,5.88,3,3,150,585,27,0,1,0,1,131104.43
Budiriro,township,-17.946247923360765,30.9360865497319,17.24,2,1,75,462,30,0,0,0,0,29771.1
Avondale,upper-mid,-17.788300516864414,31.03145536622387,4.96,5,5,322,2113,31,1,1,1,1,403783.33
Belvedere,middle,-17.86094345457891,31.015207704833262,4.59,4,4,218,667,18,0,0,0,0,190717.38
Mabelreign,middle,-17.81392137855478,31.010339928695995,4.13,1,1,135,835,24,0,1,0,1,117153.07
Highlands,upper-mid,-17.78828652811287,31.070760934564046,5.48,1,1,304,954,13,0,1,0,1,336295.85
Mufakose,township,-17.914767037180066,30.96575310857889,12.53,3,3,95,683,34,0,1,0,0,38556.0
Vainona,upper-mid,-17.775155640555806,31.076193244374235,7.03,1,1,353,1602,31,0,1,0,1,301436.1
Hatfield,middle,-17.872920503739273,31.090747361425382,6.72,1,1,114,570,16,0,0,0,1,113688.82
Mt Pleasant,premium,-17.771686882857335,31.025486841343255,6.91,4,4,221,887,40,1,1,1,1,433472.68
Vainona,upper-mid,-17.78314793213773,31.083617284287897,6.71,3,2,172,600,15,0,1,0,1,323087.2
Marlborough,middle,-17.78075378865351,30.94017816650706,12.42,3,2,221,680,24,0,1,0,1,215955.47
Marlborough,middle,-17.78181259264649,30.94798028786113,11.64,2,2,246,1300,41,0,1,0,1,216232.18
Mabelreign,middle,-17.811187011690954,30.99289749237259,5.94,3,3,196,616,32,0,0,0,1,144280.72
Budiriro,township,-17.946899668845738,30.938084611020848,17.15,3,2,107,463,36,0,0,0,0,28021.97
Mt Pleasant,premium,-17.775649374089664,31.02278391093362,6.59,4,4,408,1948,19,0,1,1,1,445613.48
Vainona,upper-mid,-17.784616741548614,31.067834419105452,5.7,4,3,157,352,40,0,1,1,1,288127.96
Greendale,upper-mid,-17.787360874341385,31.131658288313893,10.38,4,3,176,1003,40,0,1,0,1,349591.48
Avondale,upper-mid,-17.788716415426965,31.026915977823027,5.08,2,1,150,1080,28,0,1,1,1,240165.75
Marlborough,middle,-17.78087504928173,30.963649673808362,10.26,1,1,182,1122,25,0,1,0,1,194146.74
Mufakose,township,-17.907719197260526,30.966324602873453,11.92,1,1,100,356,28,0,0,0,1,31638.16
Hatfield,middle,-17.8762744408998,31.09088681770081,7.0,4,3,178,1244,5,0,1,1,1,162268.89
Borrowdale,premium,-17.741632431532345,31.103879376037117,11.73,1,1,310,1302,21,0,1,1,1,459100.58
Avondale,upper-mid,-17.79260878208443,31.03827934010971,4.33,6,6,225,922,23,1,1,0,1,422261.08
Avonlea,middle,-17.768531985275338,30.98998973886915,9.06,1,1,160,950,19,0,0,0,1,156334.69
Avondale,upper-mid,-17.78849657582033,31.030217547026247,4.98,1,1,285,2204,20,0,1,0,0,215271.77
Mt Pleasant,premium,-17.782781398618244,31.016867654845274,6.13,8,6,354,1483,20,0,1,0,1,637204.55
Greendale,upper-mid,-17.78778933633392,31.12240740749833,9.5,2,2,291,899,20,0,1,0,1,396227.93
Greendale,upper-mid,-17.789824150076164,31.13517243337091,10.59,5,5,206,861,20,0,1,0,1,403293.3
Ballantyne Park,premium,-17.761695129304837,31.082630788560195,8.68,3,2,386,2502,31,0,1,1,1,475695.99
Hatfield,middle,-17.86614893596406,31.085069030196237,5.77,2,1,248,539,21,0,1,0,1,94642.44
Vainona,upper-mid,-17.78390388158994,31.07556337821056,6.16,6,5,198,802,23,0,1,0,1,453744.25
Avonlea,middle,-17.780201583291937,30.999452220753046,7.43,1,1,267,1615,30,0,0,1,1,196743.91
Marlborough,middle,-17.77863657467844,30.951319090634605,11.5,2,1,194,305,32,0,1,0,1,170780.67
Mufakose,township,-17.914099066797075,30.95355447571599,13.38,1,1,92,359,13,0,0,0,1,36996.13
Mt Pleasant,premium,-17.780558416014298,31.02292041632395,6.08,6,5,511,2134,25,0,1,0,1,570474.16
Mt Pleasant,premium,-17.776539797316588,31.018424956536087,6.68,3,3,419,2622,23,0,1,1,1,609210.02
Vainona,upper-mid,-17.781269407968736,31.074308085745873,6.34,5,5,258,1216,15,0,1,0,0,485556.7
Avondale,upper-mid,-17.78938384828931,31.029778735725877,4.9,3,2,240,1351,6,0,0,0,1,326254.4
Vainona,upper-mid,-17.77166044827404,31.083664764006798,7.76,1,1,131,606,29,1,0,0,1,255961.41
Hatfield,middle,-17.866677457832008,31.086177482459885,5.89,4,4,231,1593,18,0,0,0,1,147875.77
Highlands,upper-mid,-17.78708843548164,31.063844477709047,5.27,4,3,142,849,29,1,1,1,1,362931.88
Glen Lorne,premium,-17.748739259918395,31.1812093317278,17.08,4,3,532,2781,30,1,1,0,1,608467.36
Greendale,upper-mid,-17.790205973561267,31.131476729247208,10.22,1,1,512,2408,40,0,1,0,1,238700.37
Hatfield,middle,-17.8716278352494,31.086398031034214,6.29,4,4,158,781,0,0,0,0,1,149611.11
Mabelreign,middle,-17.812417578852415,31.002140249243855,4.99,4,4,129,936,17,0,1,0,1,159334.31
Hatfield,middle,-17.86769540171727,31.0950554589522,6.69,2,2,211,1227,25,0,1,0,1,112869.66
Marlborough,middle,-17.78105190722561,30.957373329353036,10.81,2,2,244,1292,10,0,0,0,1,190786.39
Hatfield,middle,-17.86664927390358,31.089928051271983,6.19,3,3,208,972,4,0,0,0,1,184408.01
Belvedere,middle,-17.85671086253611,31.018716814148846,3.99,2,1,235,1271,22,0,1,0,0,157565.07
Highlands,upper-mid,-17.78944581397664,31.073247551045334,5.5,2,1,345,2460,0,0,1,1,1,426344.73
Marlborough,middle,-17.77489494376422,30.950421614564,11.8,1,1,275,1634,19,1,1,1,1,227548.73
Hatfield,middle,-17.86912002624802,31.09043611091519,6.41,2,2,181,1176,25,0,1,0,1,130401.88
Vainona,upper-mid,-17.777886713178315,31.084968547254764,7.27,1,1,339,2013,1,1,0,1,1,372689.7
Belvedere,middle,-17.853238712575035,31.016679613637134,3.89,1,1,175,997,28,0,0,1,1,110578.9
Avondale,upper-mid,-17.794959421035998,31.02003449518722,4.8,5,4,367,1795,5,1,0,1,1,411112.38
Marlborough,middle,-17.77584368604946,30.950177461808213,11.76,3,3,175,808,24,0,1,0,1,238668.02
Glen Lorne,premium,-17.749798421694038,31.194498196598076,18.22,4,4,133,553,3,0,1,1,1,616884.48
Belvedere,middle,-17.849627009740374,31.01612986564301,3.69,5,4,127,753,15,0,0,0,1,165338.58
Mufakose,township,-17.904040163536802,30.956792159089954,12.37,3,2,99,200,26,0,0,0,1,43456.45
Mt Pleasant,premium,-17.780829127794245,31.02148671747243,6.11,3,3,470,2095,23,1,1,0,1,553003.27
Greendale,upper-mid,-17.7900962752887,31.126067811339436,9.71,5,5,301,1988,32,0,0,1,1,403409.43
Borrowdale,premium,-17.74598886335926,31.101394164435565,11.18,1,1,380,689,22,1,1,1,1,562657.09
Borrowdale,premium,-17.7447270759344,31.095586091130393,10.99,1,1,269,1612,7,0,1,1,1,539417.81
Budiriro,township,-17.94330770654855,30.929977907150487,17.44,2,2,79,361,15,0,0,0,0,39863.52
Marlborough,middle,-17.78503527949051,30.951963872293845,11.1,2,2,119,634,24,0,1,0,1,192286.15
Greendale,upper-mid,-17.791205449634976,31.12738634457073,9.78,6,6,214,1091,52,0,1,1,1,346470.25
Vainona,upper-mid,-17.778837950617653,31.081804716274362,6.99,3,3,230,669,19,0,1,0,1,354741.24
Budiriro,township,-17.9443935704063,30.944679054759533,16.48,3,2,111,680,21,0,0,0,1,38475.86
Highlands,upper-mid,-17.786186793425916,31.075883789836332,5.96,3,2,230,1284,16,0,0,1,1,387589.64
Hatfield,middle,-17.872349735462436,31.08629834206837,6.34,5,5,226,1513,1,0,1,0,1,172195.25
Vainona,upper-mid,-17.775310453059603,31.07745625264702,7.08,2,1,239,886,24,0,1,0,1,317427.98
Glen Lorne,premium,-17.736648549624444,31.17635800960679,17.42,4,4,294,1639,26,0,1,1,1,533833.42
Belvedere,middle,-17.851295473924115,31.02130315539807,3.37,2,1,201,585,0,0,1,0,1,188022.5
Borrowdale,premium,-17.736334159729534,31.100454218275225,12.05,2,2,248,927,18,1,1,0,1,537074.67
Belvedere,middle,-17.85377761837863,31.012996122091987,4.23,4,4,163,600,0,0,1,0,1,232963.49
Highlands,upper-mid,-17.78914319332258,31.062540356386954,5.01,1,1,176,476,10,1,1,1,1,377016.86
Hatfield,middle,-17.87245331720377,31.089750678380923,6.61,3,3,167,888,12,0,1,0,0,153313.73
Hatfield,middle,-17.870641771303816,31.0774693033436,5.59,3,3,184,925,3,0,0,1,1,167004.03
Hatfield,middle,-17.869286334189454,31.08941542362123,6.34,2,1,246,1161,27,0,1,0,1,117991.1
Borrowdale,premium,-17.738845467866156,31.091984880963018,11.39,7,6,339,1430,18,0,1,0,1,771791.75
Belvedere,middle,-17.85083221736068,31.019482249284824,3.49,1,1,111,669,26,0,1,0,1,118395.86
Budiriro,township,-17.93696087304392,30.941894234760575,16.06,3,3,100,624,17,0,0,0,0,36841.42
Highlands,upper-mid,-17.79782033639983,31.06259364849653,4.13,6,5,211,1200,8,0,0,0,1,467959.79
Vainona,upper-mid,-17.778819905075505,31.07559599947948,6.65,8,6,277,1283,23,0,0,0,1,558350.92
Mabelreign,middle,-17.807756561302607,30.995239090732486,5.87,2,1,182,890,11,0,1,0,0,118814.64
Ballantyne Park,premium,-17.75845671042125,31.089684947588314,9.35,5,4,446,2110,28,1,1,1,1,611102.24
Belvedere,middle,-17.84550719189449,31.019629084596637,3.13,5,4,239,1554,29,0,0,0,0,191234.26
Hatfield,middle,-17.869203803070477,31.097211439421315,6.97,2,2,211,1428,13,0,1,0,1,146590.37
Borrowdale,premium,-17.737635364240802,31.091251197744473,11.48,3,3,180,781,16,1,1,1,1,598790.59
Marlborough,middle,-17.782333705363893,30.954560411769553,11.0,8,6,234,947,30,0,1,0,1,368316.54
Avonlea,middle,-17.774136805293328,30.980996590526996,9.27,2,2,168,719,15,0,0,1,0,192592.33
Vainona,upper-mid,-17.777369618409825,31.081510171266135,7.11,5,5,268,1506,31,0,0,0,1,425880.55
Mufakose,township,-17.908541666338834,30.960870568385335,12.39,1,1,78,429,14,0,0,0,0,36998.72
Ballantyne Park,premium,-17.758472633433815,31.082787066035735,9.0,8,6,403,2802,2,1,1,0,1,749726.27
Greendale,upper-mid,-17.791703497836778,31.12293720717265,9.34,1,1,202,821,5,0,1,1,0,294253.41
Mabelreign,middle,-17.81123186910042,31.00232658371112,5.02,4,4,198,1175,0,0,0,0,1,173004.9
Ballantyne Park,premium,-17.760344738215405,31.085074230490054,8.93,5,5,373,2743,9,0,1,0,1,627506.07
Mabelreign,middle,-17.81699287058736,31.002699725870244,4.74,4,4,82,395,10,0,0,0,1,146765.54
Glen Lorne,premium,-17.746912783217056,31.175982536321342,16.73,5,5,342,2564,27,1,1,1,1,612332.96
Marlborough,middle,-17.77331239939263,30.951333229530647,11.81,2,2,178,528,15,0,1,0,1,218852.44
Glen Lorne,premium,-17.74057284361826,31.177103223139127,17.23,1,1,234,1013,27,1,0,1,1,361877.56
Belvedere,middle,-17.854699916952775,31.019031862680897,3.81,8,6,176,550,17,0,0,0,1,262844.52
Mabelreign,middle,-17.81248097097543,31.00561334874606,4.65,5,5,148,841,0,0,0,0,1,193813.14
Mabelreign,middle,-17.807455500556912,30.995762995302197,5.83,1,1,213,749,4,1,1,0,1,118821.95
Budiriro,township,-17.94466433953804,30.93203007706227,17.4,1,1,105,376,0,0,0,0,1,32133.71
Belvedere,middle,-17.852601170300044,31.020683994507987,3.52,4,3,138,755,18,0,1,0,1,206123.0
Hatfield,middle,-17.860313657386396,31.0811716145115,5.03,6,6,179,666,23,0,0,0,1,167858.7
Marlborough,middle,-17.77606860413969,30.951964698716186,11.59,2,1,155,558,4,0,0,0,1,205874.89
Glen View,township,-17.93883154103797,30.96804792479246,14.49,1,1,103,476,38,0,0,0,1,27507.11
Belvedere,middle,-17.845092054604386,31.01590834526026,3.46,2,1,221,730,3,0,1,1,1,157068.15
Mufakose,township,-17.90855899273959,30.953825902581226,12.94,5,5,120,316,13,0,0,0,0,59395.08
Highlands,upper-mid,-17.792772123904637,31.074051681610065,5.25,2,1,265,1508,13,0,0,0,1,336478.38
Marlborough,middle,-17.784349680228665,30.944093368673204,11.88,4,4,213,685,26,0,1,1,1,274319.08
Hatfield,middle,-17.870821040325815,31.08767770329007,6.33,1,1,147,767,19,0,0,1,1,136931.21
Highlands,upper-mid,-17.794762135769407,31.077448899158238,5.3,6,6,295,2490,32,0,1,1,0,513399.02
Highlands,upper-mid,-17.792230241464797,31.056506049945625,4.48,2,1,332,1474,8,0,1,1,1,404664.41
Budiriro,township,-17.938605890956925,30.935621199679332,16.65,3,2,79,373,22,0,0,0,0,36259.53
Avondale,upper-mid,-17.79400871722145,31.024480877642763,4.65,3,2,329,1741,14,0,1,0,1,374443.39
Ballantyne Park,premium,-17.76544325114754,31.079251563532985,8.14,1,1,467,2535,8,0,1,0,1,441786.54
Vainona,upper-mid,-17.77947922402425,31.080406430690527,6.85,3,3,267,1457,17,0,0,0,1,396827.96
Greendale,upper-mid,-17.787612264516063,31.127418368572183,9.97,2,1,257,1299,28,0,1,1,1,297625.34
Avonlea,middle,-17.770496170947215,30.985743035941642,9.2,5,5,189,717,21,0,1,0,0,278199.53
Glen View,township,-17.92282581661373,30.97280206063005,12.75,1,1,90,285,15,0,0,0,1,31965.74
Budiriro,township,-17.942298165583768,30.944484469885865,16.32,1,1,84,338,30,0,0,0,1,26477.57
Belvedere,middle,-17.85090427177955,31.018812354584597,3.55,3,3,281,1204,22,0,0,1,1,188896.31
Belvedere,middle,-17.848118944313313,31.020586657965836,3.21,3,3,181,1489,19,0,1,0,1,206379.12
Vainona,upper-mid,-17.78252244928433,31.082899266360766,6.72,4,3,216,1385,4,0,1,1,1,420031.29
Mufakose,township,-17.915299987776216,30.96427779475763,12.68,1,1,102,578,36,0,0,0,0,28276.58
Highlands,upper-mid,-17.79251752005453,31.064000683884515,4.73,3,3,197,509,20,0,0,0,1,387537.75
Mt Pleasant,premium,-17.775428881224173,31.01614369350452,6.89,3,2,566,1681,11,0,0,1,1,469653.28
Budiriro,township,-17.942410901716382,30.93705664945136,16.85,1,1,79,440,0,0,0,0,1,29661.78
Mufakose,township,-17.907244026487025,30.960456239520628,12.33,2,1,146,427,6,0,0,0,0,46198.96
Vainona,upper-mid,-17.776658169975963,31.080807157845122,7.13,5,4,280,1789,37,0,0,1,1,412555.06
Belvedere,middle,-17.845591802047593,31.026703183726575,2.53,3,2,160,675,16,0,1,0,1,161008.11
Avondale,upper-mid,-17.788727311472563,31.023847851338065,5.21,3,3,180,990,29,0,1,0,1,256842.19
Vainona,upper-mid,-17.7785218151368,31.083035712994683,7.09,5,4,257,1392,31,0,0,1,1,390000.39
